coriander,GRAS
"cork, oak",GMP
"cork, oak",REG
"cork, oak",FL/ADJ
corn dextrin,GMP
corn dextrin,NUTRS
corn dextrin,GRAS
corn gluten,GMP
corn gluten,GRAS
corn silk,ESO
corn silk,GRAS
corn sugar,GMP
corn sugar,NUTRS
corn sugar,GRAS
corn syrup,GMP
corn syrup,NUTRS
corn syrup,GRAS
"corn syrup, high fructose",GMP
"corn syrup, high fructose",NUTRS
"corn syrup, high fructose",GRAS
costmary,GMP
costmary,REG
costmary,FL/ADJ
costus root,GMP
costus root,REG
costus root,FL/ADJ
cottonseed & soybean fatty acids,GMP
cottonseed & soybean fatty acids,REG
cottonseed & soybean fatty acids,MISC
cottonseed flour (cooked and partially defatted),REG
cottonseed flour (cooked and partially defatted),MISC
cottonseed products (modified),REG
cottonseed products (modified),MISC
"coumarin - sy/fs, ban, any food containing coumarin added as such or as a constituent of tonka beans or tonka extract is adulterated.",BAN
"coumarin - sy/fs, ban, any food containing coumarin added as such or as a constituent of tonka beans or tonka extract is adulterated.",SY/FS
coumarone-indene resin,CTG
coumarone-indene resin,REG
cubeb,REG
cubeb,FL/ADJ
cumin (cummin),SP/ESO
cumin (cummin),GRAS
"cumin, black (black caraway)",GRAS
cuprous iodide,NUTR/DS
cuprous iodide,GRAS
"curacao orange peel (orange, bitter, peel)",ESO
"curacao orange peel (orange, bitter, peel)",GRAS
curdlan,EMUL
curdlan,STAB
curdlan,MISC
curdlan,GMP
curdlan,REG/FS
"currant black, buds & leaves",GMP
"currant black, buds & leaves",REG
"currant black, buds & leaves",FL/ADJ
cusparia bark,ESO
cusparia bark,GRAS
"cyclamates - nns, ill, not legal in food",ILL
"cyclamates - nns, ill, not legal in food",NOT
"cyclamates - nns, ill, not legal in food",LEGAL
"cyclamates - nns, ill, not legal in food",NNS
"cyclamates - nns, ill, not legal in food",FOOD
cyclohexane,REG
cyclohexane,MISC
cyclohexylamine,REG
cyfluthrin,INSECT
cyfluthrin,REG
cysteine (l-form),NUTR/DS
cysteine (l-form),REG
cysteine (l-form),MISC
cysteine (l-form) monohydrochloride,MISC
cysteine (l-form) monohydrochloride,GRAS
cystine (l form),NUTR/DS
cystine (l form),REG
damiana leaves,GMP
damiana leaves,REG
damiana leaves,FL/ADJ
"dandelion, dandelion root",ESO
"dandelion, dandelion root",GRAS
"dandelion, fluid extract (taraxacum spp.)",GRAS
ddvp,DDVP
ddvp,REG
ddvp,FEED
decalactone alone or comb/w dodecalactone,FLAV
decalactone alone or comb/w dodecalactone,REG
decanoic acid,SANI
decanoic acid,REG
1-decanol - syn fatty alcohol,SYN
decoquinate,REG
decoquinate,FEED
"decyl alcohol, synthetic",GMP
"decyl alcohol, synthetic",REG
"decyl alcohol, synthetic",MISC
"defoaming agents and components dimethylpolysiloxane, polyoxyethylene 40 monostearate, polysorbate 60, polysorbate 65, propylene glycol alginate, silicon dioxide, sorbitan monostearate, aluminum stearate",BHT
"defoaming agents and components dimethylpolysiloxane, polyoxyethylene 40 monostearate, polysorbate 60, polysorbate 65, propylene glycol alginate, silicon dioxide, sorbitan monostearate, aluminum stearate",REG
"defoaming agents and components dimethylpolysiloxane, polyoxyethylene 40 monostearate, polysorbate 60, polysorbate 65, propylene glycol alginate, silicon dioxide, sorbitan monostearate, aluminum stearate",BHA
"defoaming agents, butter, oleomargarine, lard, corn oil, coconut oil, cottonseed oil, mono- and diglycerides of fat-forming fatty acids",REG/FS
"defoaming agents, butter, oleomargarine, lard, corn oil, coconut oil, cottonseed oil, mono- and diglycerides of fat-forming fatty acids",GMP
dehydroacetic acid or its na salt,REG
dehydroacetic acid or its na salt,PRES
"dextrans (avg mol wt <100,000)",MISC
"dextrans (avg mol wt <100,000)",GRAS
diacetyl,GMP
diacetyl,SY/FL
diacetyl,GRAS
dextrin,NUTRS
dextrose,NUTRS
"diacetyl tartaric acid esters of mono- and diglycerides of edible fats or oils, or edible fat-forming fatty acids",GRAS/FS
"diacetyl tartaric acid esters of mono- and diglycerides of edible fats or oils, or edible fat-forming fatty acids",EMUL
"2,4-diamino-5-(6-methylveratryl)pyrimidine",REG
"2,4-diamino-5-(6-methylveratryl)pyrimidine",FEED
di-n-alkyl(c8-c18-from coconut oil)dimethylammonium chloride,REG
di-n-alkyl(c8-c18-from coconut oil)dimethylammonium chloride,PEST
dialkanolamide (1 mole of methyl laurate w/ 1.05 mole of diethanolamine),REG
dialkanolamide (1 mole of methyl laurate w/ 1.05 mole of diethanolamine),MISC
diammonium phosphate,REG
diammonium phosphate,FEED
diatomaceous earth,REG
diatomaceous earth,FEED
"2,2-dibromo-3-nitrilopropionamide",REG
"2,2-dibromo-3-nitrilopropionamide",PRES
dicalcium phosphate,XREF
dicalcium phosphate,NUTR/FS
dicalcium phosphate,GRAS/FS
dichlorodifluoromethane,GMP
dichlorodifluoromethane,REG
dichlorodifluoromethane,MISC
dichloroisocyanuric acid,SANI
dichloroisocyanuric acid,REG
"dichlorvos (2,2-dichlorovinyl dimethyl phosphate or ddvp)",DDVP
"dichlorvos (2,2-dichlorovinyl dimethyl phosphate or ddvp)",REG
"dichlorvos (2,2-dichlorovinyl dimethyl phosphate or ddvp)",FEED
diethylaminoethanol,REG
diethylene glycol monoethyl ether,SANI
diethylene glycol monoethyl ether,GMP
diethylene glycol monoethyl ether,REG
diethylamino-cellulose,GMP
diethylamino-cellulose,MISC
"diethylstilbestrol (des) - feed, ban, not legal for animal use (drug or feed)",BAN
"diethylstilbestrol (des) - feed, ban, not legal for animal use (drug or feed)",DES
"diethylstilbestrol (des) - feed, ban, not legal for animal use (drug or feed)",FEED
"diethyl pyrocarbonate (depc) - inh, ill, not legal in food",DEPC
"diethyl pyrocarbonate (depc) - inh, ill, not legal in food",INH
"diethyl pyrocarbonate (depc) - inh, ill, not legal in food",ILL
"dihydrosafrole - sy/fl, pd/ill, not legal in food",SY/FL
"dihydrosafrole - sy/fl, pd/ill, not legal in food",PD/ILL
"3,5-diiodosalicylic acid",GRAS
dilauryl thiodipropionate,AOX
dilauryl thiodipropionate,GRAS
dill,SP/ESO
dill,GRAS
"dill, indian",GMP
"dill, indian",REG
"dill, indian",FL/ADJ
dimethylamine-epichlorhydrin copolymer,REG
dimethylamine-epichlorohydrin resin,GMP
dimethylamine-epichlorohydrin resin,MISC
dimethyldialkyl(c14-c18)ammonium chloride,REG
dimethyldialkyl(c14-c18)ammonium chloride,MISC
dimethyl dicarbonate,REG
dimethyl dicarbonate,MISC
dimethylpolysiloxane,REG
dimethylpolysiloxane,ZERO
"dimetridazole - feed/vet, reg, zero - not legal for animal use",USE
"dimetridazole - feed/vet, reg, zero - not legal for animal use",ANIMAL
"dimetridazole - feed/vet, reg, zero - not legal for animal use",NOT
"dimetridazole - feed/vet, reg, zero - not legal for animal use",FEED/VET
"dimetridazole - feed/vet, reg, zero - not legal for animal use",FOR
"dimetridazole - feed/vet, reg, zero - not legal for animal use",LEGAL
"dimetridazole - feed/vet, reg, zero - not legal for animal use",REG
"dimetridazole - feed/vet, reg, zero - not legal for animal use",ZERO
di-n-alkyl(c8-c10)dimethyl-ammonium chloride,SANI
di-n-alkyl(c8-c10)dimethyl-ammonium chloride,REG
"di-n-alkylc8-c10)dimethylammonium chloride, n-alkyl(c12-c18)benzyldimethylammonium chloride, ethyl alcohol and alpha-(p-nonylphenyl)-omega-hydroxypoly(oxyethylene)",SANI
"di-n-alkylc8-c10)dimethylammonium chloride, n-alkyl(c12-c18)benzyldimethylammonium chloride, ethyl alcohol and alpha-(p-nonylphenyl)-omega-hydroxypoly(oxyethylene)",REG
"3,5-dinitrobenzamide",REG
"3,5-dinitrobenzamide",ZERO
"3,5-dinitrobenzamide",FEED
dioctyl sodium sulfosuccinate,REG/FS
dioctyl sodium sulfosuccinate,REG
dioctyl sodium sulfosuccinate,DSS
dioctyl sodium sulfosuccinate,SDA
dipotassium phosphate,GRAS/FS
dipotassium phosphate,SEQ
disodium edta (disodium ethylenediaminetetraacetate),MISC
disodium edta (disodium ethylenediaminetetraacetate),REG/FS
disodium edta (disodium ethylenediaminetetraacetate),EDTA
disodium edta (disodium ethylenediaminetetraacetate),REG
disodium edta (disodium ethylenediaminetetraacetate),FEED
disodium ethylenebisdithiocarbamate,REG
disodium ethylenebisdithiocarbamate,PRES
disodium guanylate,REG/FS
disodium guanylate,GMP
disodium guanylate,MISC
disodium inosinate,GMP
disodium inosinate,REG
disodium inosinate,FL/ADJ
"disodium phosphate (x-ref - sodium phosphate, mono-, di-, & tri-)",GRAS/FS
"disodium phosphate (x-ref - sodium phosphate, mono-, di-, & tri-)",EMUL
"disodium phosphate (x-ref - sodium phosphate, mono-, di-, & tri-)",SEQ
"disodium phosphate (x-ref - sodium phosphate, mono-, di-, & tri-)",NFDM
dodecylbenzenesulfonic acid,SANI
dodecylbenzenesulfonic acid,REG
alpha-(p-dodecylphenyl)-omega-hydroxypoly(oxyethylene),GMP
alpha-(p-dodecylphenyl)-omega-hydroxypoly(oxyethylene),REG
alpha-(p-dodecylphenyl)-omega-hydroxypoly(oxyethylene),PEST
"dog grass (quackgrass, triticum)",ESO
"dog grass (quackgrass, triticum)",GRAS
"dulcin - nns, ill - not legal in food",NNS
"dulcin - nns, ill - not legal in food",ILL
dulse,GRAS
dulse,NAT
edta,EDTA
"edta, tetrasodium",EDTA
efrotomycin,VET
efrotomycin,FEED
elder flowers,SP/ESO
elder flowers,GRAS
enanthic acid,REG
enanthic acid,MISC
enzyme-modified soy protein,GMP
enzyme-modified soy protein,MISC
"enzymes, carbohydrase & cellulase, from aspergillus niger",ENZ
"enzymes, carbohydrase & cellulase, from aspergillus niger",REG
"enzymes, carbohydrase & cellulase, from aspergillus niger",GMP
enzymes from aspergillus oryzae,ENZ
enzymes from plant and animal sources,ENZ
enzymes from plant and animal sources,GMP
enzymes from plant and animal sources,GRAS
"enzymes (for milk clotting) from endothis parasitica, bacillus cereus, mucor pusillus , mucor miehei cooney et emerson, or aspergillus oryzae modified by recombinant aspartic proteinase enzyme from rhizomucor miehei",ENZ
"enzymes (for milk clotting) from endothis parasitica, bacillus cereus, mucor pusillus , mucor miehei cooney et emerson, or aspergillus oryzae modified by recombinant aspartic proteinase enzyme from rhizomucor miehei",REG
"enzymes (for milk clotting) from endothis parasitica, bacillus cereus, mucor pusillus , mucor miehei cooney et emerson, or aspergillus oryzae modified by recombinant aspartic proteinase enzyme from rhizomucor miehei",GMP
enzyme-modified fats,GMP
enzyme-modified fats,FLAV/ADJ
enzyme-modified fats,GRAS
epichlorohydrin,REG
epichlorohydrin,MISC
epoxidized soybean oil,STAB
epoxidized soybean oil,REG
erythorbic acid,PRES
erythorbic acid,GRAS/FS
"erythromycin, erythromycin thiocyanate or phosphate",REG
"erythromycin, erythromycin thiocyanate or phosphate",ZERO
"erythromycin, erythromycin thiocyanate or phosphate",FEED
esterase-lipase from mucor miehei,ENZ
esterase-lipase from mucor miehei,REG
esterase-lipase from mucor miehei,GMP
estradiol,REG
estradiol,VET
estradiol benzoate,REG
estradiol benzoate,VET
estradiol benzoate,ZERO
estradiol valerate,NOT
estradiol valerate,VET
estradiol valerate,USED
estradiol valerate,VEAL
estradiol valerate,WITH
estradiol valerate,REG
estradiol valerate,CALVES
estradiol valerate,ZERO
"estragole (or esdragol, estragon, esdragon, tarragon)",SP/ESO
"estragole (or esdragol, estragon, esdragon, tarragon)",GRAS
ethopabate,REG
ethopabate,FEED
ethoxylated mono- and diglycerides,REG
ethoxylated mono- and diglycerides,EMUL
ethoxylated mono- and diglycerides,MISC
ethoxyquin,AOX
ethoxyquin,REG
ethoxyquin,FEED/AOX
ethyl acetate,MISC
ethyl acetate,GRAS
ethyl acetate,GMP
ethyl acetate,SY/FS
ethyl acetate,REG
ethyl alcohol (ethanol),INH
ethyl alcohol (ethanol),GRAS
ethyl alcohol (ethanol),GMP
ethyl alcohol (ethanol),SANI
ethyl alcohol (ethanol),REG
ethyl cellulose,GMP
ethyl cellulose,REG
ethyl cellulose,MISC
ethyl cellulose,GRAS
ethylene dichloride,SOLV
ethylene dichloride,MISC
ethylene dichloride,GMP
ethylene dichloride,PEST
ethylene dichloride,REG
ethylene glycol monobutyl ether,SANI
ethylene glycol monobutyl ether,GMP
ethylene glycol monobutyl ether,REG
ethylene glycol monobutyl ether,MISC
ethylene oxide copolymer condensates,STAB
ethylene oxide copolymer condensates,REG
"ethylene oxide polymer, alkyl adduct",REG
"ethylene oxide polymer, alkyl adduct",NTE
"ethylene oxide polymer, alkyl adduct",MISC
"ethylene oxide polymer, alkyl adduct, phosphate ester",SDA
"ethylene oxide polymer, alkyl adduct, phosphate ester",REG
"ethylene oxide polymer, alkyl adduct, phosphate ester",NTE
"ethylene oxide polymer, alkyl adduct, phosphate ester",MISC
"ethylene oxide/propylene oxide copolymer, alkyl adduct",REG
"ethylene oxide/propylene oxide copolymer, alkyl adduct",NTE
"ethylene oxide/propylene oxide copolymer, alkyl adduct",MISC
"ethylene oxide/propylene oxide copolymer, alkyl adduct, phosphate ester",REG
"ethylene oxide/propylene oxide copolymer, alkyl adduct, phosphate ester",NTE
"ethylene oxide/propylene oxide copolymer, alkyl adduct, phosphate ester",MISC
"ethyl 4,4'-dichlorobenzilate",INSECT
"ethyl 4,4'-dichlorobenzilate",REG
ethyl ester of fatty acids,REG
ethyl ester of fatty acids,MISC
ethyl formate,GMP
ethyl formate,SY/FL
ethyl formate,FL/ADJ
ethyl formate,GRAS
ethyl methylphenylglycidate,GMP
ethyl methylphenylglycidate,SY/FL
ethyl methylphenylglycidate,GRAS
"ethyl 4-hydroxy-6,7-diisobutoxy-3-quinolinecarboxylate",REG
"ethyl 4-hydroxy-6,7-diisobutoxy-3-quinolinecarboxylate",FEED
ethyl vanillin,SY/FL
ethyl vanillin,GRAS/FS
eucalyptus globulus leaves,GMP
eucalyptus globulus leaves,REG
eucalyptus globulus leaves,FL/ADJ
eucheuma cottonii extract,EMUL
eucheuma cottonii extract,STAB
eucheuma cottonii extract,MISC
eucheuma cottonii extract,GMP
eucheuma cottonii extract,REG
eucheuma spinosum extract,EMUL
eucheuma spinosum extract,STAB
eucheuma spinosum extract,MISC
eucheuma spinosum extract,GMP
eucheuma spinosum extract,REG
eugenol,SY/FL
eugenol,GRAS
exfoliated hydrobiotite (verxite),REG
exfoliated hydrobiotite (verxite),FEED
"famphur (o,o-dimethyl o-[p-(dimethylsulfamoyl)phenyl] phosphorothioate)",PEST/VET
"famphur (o,o-dimethyl o-[p-(dimethylsulfamoyl)phenyl] phosphorothioate)",REG
fatty acids,GMP
fatty acids,REG
fatty acids,MISC
"fatty acids, salts of (aluminum, calcium, magnesium, potassium, and sodium)",CTG
"fatty acids, salts of (aluminum, calcium, magnesium, potassium, and sodium)",MISC
"fatty acids, salts of (aluminum, calcium, magnesium, potassium, and sodium)",GMP
"fatty acids, salts of (aluminum, calcium, magnesium, potassium, and sodium)",REG
"fatty acids, salts of (aluminum, calcium, magnesium, potassium, and sodium)",FEED
"fatty alcohols, synthetic hexyl, octyl, decyl, lauryl, myistyl, cetyl, and stearyl alcohols",REG
"fatty alcohols, synthetic hexyl, octyl, decyl, lauryl, myistyl, cetyl, and stearyl alcohols",MISC
fenbendazole,REG
fenbendazole,VET
"fennel, common",GRAS
"fennel, sweet (finochio, florence)",SP/ESO
"fennel, sweet (finochio, florence)",GRAS
fenprostalene,REG
fenprostalene,VET
fenthion,PEST/VET
fenthion,REG
fenugreek,SP/ESO
fenugreek,GRAS
fermentation derived milk-clotting enzyme,ENZ
fermentation derived milk-clotting enzyme,REG
ferric ammonium chloride,GMP
ferric ammonium chloride,NUTR
ferric ammonium chloride,GRAS
ferric chloride,GMP
ferric chloride,NUTR
ferric chloride,GRAS
ferric citrate,GMP
ferric citrate,NUTR
ferric citrate,GRAS
ferric phosphate,NUTR/DS
ferric phosphate,GMP
ferric phosphate,GRAS
ferric pyrophosphate,NUTR/DS
ferric pyrophosphate,GMP
ferric pyrophosphate,GRAS
ferric sodium pyrophosphate,NUTR/DS
ferric sodium pyrophosphate,GMP
ferric sodium pyrophosphate,GRAS
ferric sulfate,GMP
ferric sulfate,NUTR
ferric sulfate,GRAS
ferrous ascorbate,GMP
ferrous ascorbate,NUTR
ferrous ascorbate,GRAS
ferrous carbonate,GMP
ferrous carbonate,NUTR
ferrous carbonate,GRAS
ferrous citrate,GMP
ferrous citrate,NUTR
ferrous citrate,GRAS
ferrous fumarate,REG
ferrous gluconate,NUTR/DS
ferrous gluconate,GMP
ferrous gluconate,GRAS
ferrous lactate,NUTR/C
ferrous lactate,GMP
ferrous lactate,GRAS
ferrous sulfate,NUTR/DS
ferrous sulfate,GMP
ferrous sulfate,GRAS
"fir (""pine"" & ""balsam"") needles and twigs",GMP
"fir (""pine"" & ""balsam"") needles and twigs",REG
"fir (""pine"" & ""balsam"") needles and twigs",FL/ADJ
"fish protein concentrate, whole",REG
fish protein isolate,REG
"flavoring substances, natural",GMP
"flavoring substances, natural",FLAV
"flavoring substances, natural",REG
"fluorine - containing compounds (sodium, potassium, or calcium fluoride) - misc, pd, ill - petition for exten­sion in dietary supplements terminated in of 7-1-73. addition of fluorine compounds to foods limited to that from fluoridation of public water supplies and to that resulting from the fluoridation of bottled water within limits set in 103.35. refer to section 170.45 for statement of policy.",MISC
"fluorine - containing compounds (sodium, potassium, or calcium fluoride) - misc, pd, ill - petition for exten­sion in dietary supplements terminated in of 7-1-73. addition of fluorine compounds to foods limited to that from fluoridation of public water supplies and to that resulting from the fluoridation of bottled water within limits set in 103.35. refer to section 170.45 for statement of policy.",ILL
folic acid (folacin),REG
folic acid (folacin),NUTR
food additives for use in milk producing animals for treatment of bovine mastitis,BHT
food additives for use in milk producing animals for treatment of bovine mastitis,REG
food additives for use in milk producing animals for treatment of bovine mastitis,VET
food additives for use in milk producing animals for treatment of bovine mastitis,BHA
"food starch, modified",GMP
"food starch, modified",REG
"food starch, modified",MISC
formaldehyde (paraformaldehyde),GMP
formaldehyde (paraformaldehyde),REG
formaldehyde (paraformaldehyde),PRES
formaldehyde (paraformaldehyde),MISC
formalin,REG
formalin,FUNG
formic acid (x-ref - ethyl formate),GMP
formic acid (x-ref - ethyl formate),REG
formic acid (x-ref - ethyl formate),PEST
formic acid (x-ref - ethyl formate),GRAS
"fumaric acid and its calcium, magnesium, potassium, and sodium salts",REG/FS
"fumaric acid and its calcium, magnesium, potassium, and sodium salts",GMP
"fumaric acid and its calcium, magnesium, potassium, and sodium salts",MISC
fumaric acid-ferrous salt,REG
"furazolidone - vet, reg, zero not permitted for use in animal feeds - use withdrawn 8/23/91",USE
"furazolidone - vet, reg, zero not permitted for use in animal feeds - use withdrawn 8/23/91",ANIMAL
"furazolidone - vet, reg, zero not permitted for use in animal feeds - use withdrawn 8/23/91",NOT
"furazolidone - vet, reg, zero not permitted for use in animal feeds - use withdrawn 8/23/91",FOR
"furazolidone - vet, reg, zero not permitted for use in animal feeds - use withdrawn 8/23/91",WITHDRAWN
"furazolidone - vet, reg, zero not permitted for use in animal feeds - use withdrawn 8/23/91",VET
"furazolidone - vet, reg, zero not permitted for use in animal feeds - use withdrawn 8/23/91",PERMITTED
"furazolidone - vet, reg, zero not permitted for use in animal feeds - use withdrawn 8/23/91",REG
"furazolidone - vet, reg, zero not permitted for use in animal feeds - use withdrawn 8/23/91",ZERO
"furazolidone - vet, reg, zero not permitted for use in animal feeds - use withdrawn 8/23/91",FEEDS
furcelleran,EMUL
furcelleran,STAB
furcelleran,MISC
furcelleran,GMP
furcelleran,REG/FS
"furcelleran, salts of ammonium, calcium, potassium, or sodium",EMUL
"furcelleran, salts of ammonium, calcium, potassium, or sodium",STAB
"furcelleran, salts of ammonium, calcium, potassium, or sodium",MISC
"furcelleran, salts of ammonium, calcium, potassium, or sodium",GMP
"furcelleran, salts of ammonium, calcium, potassium, or sodium",REG/FS
alpha-galactosidase from mortierella vinaceae var. raffinoseutilizer,ENZ
alpha-galactosidase from mortierella vinaceae var. raffinoseutilizer,REG
galanga (galangal root),GMP
galanga (galangal root),SP/ESO
galanga (galangal root),GRAS
"galanga, greater",GMP
"galanga, greater",REG
"galanga, greater",FL/ADJ
galbanum,GMP
galbanum,REG
galbanum,FL/ADJ
"gambir (catechu, pale)",GMP
"gambir (catechu, pale)",REG
"gambir (catechu, pale)",FL/ADJ
garlic,GMP
garlic,SP/ESO
garlic,GRAS
"gas, combustion product",REG
"gas, combustion product",MISC
gellan gum,REG
gellan gum,MISC
genet flowers,GMP
genet flowers,REG
genet flowers,FL/ADJ
gentian rhizome & roots,GMP
gentian rhizome & roots,REG
gentian rhizome & roots,FL/ADJ
"gentian, stemless",GMP
"gentian, stemless",REG
"gentian, stemless",FL/ADJ
"gentian violet - fung, reg, vet, prohibited from use in animal feeds - 589.1000",USE
"gentian violet - fung, reg, vet, prohibited from use in animal feeds - 589.1000",ANIMAL
"gentian violet - fung, reg, vet, prohibited from use in animal feeds - 589.1000",VIOLET
"gentian violet - fung, reg, vet, prohibited from use in animal feeds - 589.1000",PROHIBITED
"gentian violet - fung, reg, vet, prohibited from use in animal feeds - 589.1000",VET
"gentian violet - fung, reg, vet, prohibited from use in animal feeds - 589.1000",FROM
"gentian violet - fung, reg, vet, prohibited from use in animal feeds - 589.1000",FUNG
"gentian violet - fung, reg, vet, prohibited from use in animal feeds - 589.1000",REG
"gentian violet - fung, reg, vet, prohibited from use in animal feeds - 589.1000",GENTIAN
"gentian violet - fung, reg, vet, prohibited from use in animal feeds - 589.1000",FEEDS
gentamicin sulfate,REG
gentamicin sulfate,VET
"geraniol (3,7-dimethyl-2,6 and 3,6-octadien-1-ol)",SY/FL
"geraniol (3,7-dimethyl-2,6 and 3,6-octadien-1-ol)",GRAS
geranium,SP/FLAV
geranium,ESO
geranium,GRAS
"geranium, east indian or rose",ESO
"geranium, east indian or rose",GRAS
geranyl acetate (geraniol acetate,SY/FL
geranyl acetate (geraniol acetate,GRAS
"germander, chamaedrys or golden",GMP
"germander, chamaedrys or golden",REG
"germander, chamaedrys or golden",FL/ADJ
ghatti gum,EMUL
ghatti gum,GRAS
gibberellic acid and its potassium salt,REG
gibberellic acid and its potassium salt,ZERO
gibberellic acid and its potassium salt,MISC
gigartina extracts,STAB
gigartina extracts,REG
gigartina extracts,EMUL
gigartina extracts,MISC
ginger,SP/ESO
ginger,GRAS
gluconate salts of ca and na,GMP
gluconate salts of ca and na,MISC
glucono delta-lactone,GMP
glucono delta-lactone,MISC
glucono delta-lactone,GRAS
glutamic acid (or hydrochloride),NUTR/DS
glutamic acid (or hydrochloride),REG
glutamic acid (or hydrochloride),GRAS
"glutamic acid, condensed extracted fermentation product",REG
"glutamic acid, condensed extracted fermentation product",FEED
glutamine,REG
glutamine,NUTR
glutaraldehyde,GMP
glutaraldehyde,MISC
glycerides and polyglycides of hydrogenated vegetable oils,MISC
glycerin,GMP
glycerin,GRAS/FS
glycerin,MISC
"glycerin, synthetic",GMP
"glycerin, synthetic",REG
"glycerin, synthetic",MISC
glycerol ester of gum rosin,GMP
glycerol ester of gum rosin,REG
glycerol ester of gum rosin,MISC
glycerol ester of partially dimerized rosin,GMP
glycerol ester of partially dimerized rosin,REG
glycerol ester of partially dimerized rosin,MISC
glycerol ester of partially hydrogenated gum or wood rosin,GMP
glycerol ester of partially hydrogenated gum or wood rosin,REG
glycerol ester of partially hydrogenated gum or wood rosin,MISC
glycerol ester of polymerized rosin,GMP
glycerol ester of polymerized rosin,REG
glycerol ester of polymerized rosin,MISC
glycerol ester of tall oil rosin,GMP
glycerol ester of tall oil rosin,REG
glycerol ester of tall oil rosin,MISC
glycerol ester of wood rosin,GMP
glycerol ester of wood rosin,REG
glycerol ester of wood rosin,MISC
"glycerol (glyceryl) tributyrate (tributyrin, butyrin)",GMP
"glycerol (glyceryl) tributyrate (tributyrin, butyrin)",SY/FL
"glycerol (glyceryl) tributyrate (tributyrin, butyrin)",GRAS
glyceryl behenate -,GMP
glyceryl behenate -,MISC
glyceryl behenate -,GRAS
glyceryl-lacto esters of fatty acids,GMP
glyceryl-lacto esters of fatty acids,REG
glyceryl-lacto esters of fatty acids,EMUL
glyceryl-lacto esters of fatty acids,MISC
glyceryl monooleate,GMP
glyceryl monooleate,SY/FL
glyceryl monooleate,MISC
glyceryl monooleate,GRAS
glyceryl (glycerol) monostearate (monostearin),GMP
glyceryl (glycerol) monostearate (monostearin),GRAS/FS
glyceryl (glycerol) monostearate (monostearin),MISC
glyceryl palmitostearate,GMP
glyceryl palmitostearate,GRAS
glyceryl triacetate (triacetin),GMP
glyceryl triacetate (triacetin),SY/FL
glyceryl triacetate (triacetin),MISC
glyceryl triacetate (triacetin),GRAS
glyceryl tristearate,REG
glyceryl tristearate,MISC
glycine,STAB
glycine,REG
glycine,NUTR
glycine,MISC
glycoryrrhiza,SP/ESO
glycoryrrhiza,GRAS
"glycyrrhizin, ammoniated",GRAS/FS
"glycyrrhizin, ammoniated",ESO
gonadorelin,REG
gonadorelin,VET
gonadotropin (serum) and gonadotropin (chorionic),REG
gonadotropin (serum) and gonadotropin (chorionic),VET
grains of paradise,GMP
grains of paradise,GRAS
grapefruit,GMP
grapefruit,ESO
grapefruit,GRAS
ground limeston,GMP
ground limeston,GRAS
guaiac,GMP
guaiac,FLAV
guaiac,REG
guarana,GMP
guarana,REG
guarana,FL/ADJ
guar gum,STAB
guar gum,GRAS/FS
guava,GMP
guava,ESO
guava,GRAS
gum arabic (acacia,STAB
gum arabic (acacia,GRAS/FS
gum arabic (acacia,GMP
gum ghatti,STAB
gum ghatti,GRAS/FS
gum gluten,STAB
gum gluten,GMP
gum karaya,STAB
gum karaya,GRAS/FS
gum tragacanth,STAB
gum tragacanth,GRAS/FS
gums (natural) of vegetable origin,GMP
gums (natural) of vegetable origin,REG
gums (natural) of vegetable origin,MISC
guta hang kang,GMP
guta hang kang,REG
guta hang kang,MISC
halofuginone hydrobromide,REG
halofuginone hydrobromide,FEED
haloxon,REG
haloxon,VET
"haw, black bar",GMP
"haw, black bar",REG
"haw, black bar",FL/ADJ
helium,MISC
helium,GRAS
hemicellulose extract,GMP
hemicellulose extract,REG
hemicellulose extract,FEED
hemlock needles & twigs,GMP
hemlock needles & twigs,REG
hemlock needles & twigs,FL/ADJ
heptylparaben (n-heptyl p-hydroxybenzoate),INH
heptylparaben (n-heptyl p-hydroxybenzoate),REG
heptylparaben (n-heptyl p-hydroxybenzoate),PRES
hexachlorophene,REG
hexachlorophene,VET
hexane,SOLV
hexane,REG
hexane,MISC
"hexitol oleate - emul,ill - no petition filed. was used as an ice cream emulsifier.",EMUL
"hexitol oleate - emul,ill - no petition filed. was used as an ice cream emulsifier.",ILL
"hexyl alcohol, synthetic",GMP
"hexyl alcohol, synthetic",REG
"hexyl alcohol, synthetic",MISC
hickory bark,GMP
hickory bark,ESO
hickory bark,GRAS
histidine (l form only),NUTR/DS
histidine (l form only),REG
"hop extract, modified",GMP
"hop extract, modified",FLAV
"hop extract, modified",REG
hops,GMP
hops,ESO
hops,GRAS
horehound (hoarhound),GMP
horehound (hoarhound),SP/ESO
horehound (hoarhound),GRAS
horsemint,GMP
horsemint,ESO
horsemint,GRAS
horseradish,GMP
horseradish,GRAS
hyacinth flowers,GMP
hyacinth flowers,REG
hyacinth flowers,FL/ADJ
hydriodic acid,SANI
hydriodic acid,REG
"hydrobiotite, exfoliated",REG
"hydrobiotite, exfoliated",FEED
hydrochloric acid,GMP
hydrochloric acid,REG
hydrochloric acid,GRAS/FS
hydrochloric acid,MISC
hydrocortisone (as acetate or sodium succinate),REG
hydrocortisone (as acetate or sodium succinate),VET
hydrogen peroxide,REG
hydrogen peroxide,MISC
hydrogenated corn syrup,GMP
hydrogenated corn syrup,REG
hydrogenated menhaden oil,GMP
